borough,BBL,energy_star_core,EUI,emission_ton,emission_intensity_kg/ft2,square,standard,penalty
MANHATTAN,1021750150,2.0,159.6,625.5,9.1,68736.3,0.00675,43290.0
MANHATTAN,1021750170,32.0,110.1,472.9,8.2,57670.7,0.00675,22410.9
MANHATTAN,1021750039,6.0,125.6,545.6,9.5,57431.6,0.00675,42327.0
MANHATTAN,1022470056,9.0,165.1,546.9,9.6,56968.8,0.00675,43512.6
MANHATTAN,1022370012,19.0,122.0,377.6,7.1,53183.1,0.00675,4988.6
MANHATTAN,1022420005,38.0,108.0,607.3,8.1,74975.3,0.00675,27126.1
MANHATTAN,1009010021,8.0,138.5,792.1,10.4,76163.5,0.00675,74503.0
BRONX,2057840340,33.0,105.2,720.0,7.8,92307.7,0.00675,25975.4
,2045130033,18.0,123.8,777.1,9.3,83559.1,0.00675,57104.4
MANHATTAN,1022380023,13.0,148.5,1717.3,10.9,157550.5,0.00675,175227.5
BRONX,2032940053,11.0,131.0,598.8,9.8,61102.0,0.00675,49944.9
QUEENS,4030830085,3.0,155.4,752.7,11.7,64333.3,0.00675,85344.7
QUEENS,4030850002,1.0,172.1,895.3,12.9,69403.1,0.00675,114390.2
QUEENS,4033210037,60.0,92.5,498.4,6.9,72231.9,0.00675,2903.7
BRONX,2027030025,29.0,123.3,443.6,7.2,61611.1,0.00675,7430.3
BRONX,2-02557-0078,4.0,146.3,502.0,8.5,59058.8,0.00675,27698.6
MANHATTAN,1018707501,8.0,117.3,504.1,8.4,60011.9,0.00675,26537.3
QUEENS,4-01230-0045,76.0,101.3,649.1,7.5,86546.7,0.00675,17395.8
BROOKLYN,3-01633-0060,12.0,129.9,914.4,7.6,120315.8,0.00675,27407.9
BROOKLYN,3067720015,1.0,168.1,627.7,11.6,54112.1,0.00675,70334.8
BRONX,2-04310-0001,26.0,93.4,552.5,6.9,80072.5,0.00675,3218.8
BRONX,2-03799-0012,9.0,111.8,659.4,8.2,80414.6,0.00675,31249.2
QUEENS,4-02186-0002,9.0,137.9,1100.0,10.5,104761.9,0.00675,105285.7
BRONX,2037410022,41.0,123.6,649.5,9.3,69838.7,0.00675,47727.8
QUEENS,4-00896-0053,13.0,129.6,903.1,7.2,125430.6,0.00675,15126.8
QUEENS,4-00161-0020,3.0,187.4,797.2,13.3,59939.8,0.00675,105218.5
QUEENS,4-01334-0071,91.0,92.8,452.6,6.9,65594.2,0.00675,2636.9
BRONX,2024650038,17.0,123.0,468.2,9.2,50891.3,0.00675,33415.2
BROOKLYN,3067380007,9.0,124.3,394.5,6.8,58014.7,0.00675,777.4
BRONX,2-03154-0029,26.0,106.1,590.3,7.9,74721.5,0.00675,23029.2
MANHATTAN,1-01008-0026,6.0,115.2,461.3,8.6,53639.5,0.00675,26594.5
MANHATTAN,1-01008-0026,6.0,115.2,461.3,8.6,53639.5,0.00675,26594.5
BRONX,2-04162-0001,41.0,105.6,404.3,7.9,51177.2,0.00675,15772.8
BRONX,2-03208-0001,1.0,126.8,436.6,7.6,57447.4,0.00675,13086.5
QUEENS,4078470001,1.0,188.8,493.5,10.2,48382.4,0.00675,44734.2
BRONX,2043380006,17.0,118.3,734.9,8.7,84471.3,0.00675,44144.6
BRONX,2032400044,11.0,122.0,732.1,7.0,104585.7,0.00675,7007.3
,4051820044,27.0,125.0,1035.0,9.2,112500.0,0.00675,73867.5
BRONX,2031960023,8.0,129.7,394.0,7.6,51842.1,0.00675,11809.6
BRONX,2-02512-0069,2.0,154.2,624.6,8.7,71793.1,0.00675,37519.1
BRONX,2-02810-0001,17.0,119.0,390.8,7.0,55828.6,0.00675,3740.5
BRONX,2-03295-0016,54.0,83.3,627.4,9.2,68195.7,0.00675,44777.2
BRONX,2028210001,34.0,106.2,862.8,7.9,109215.2,0.00675,33660.1
BRONX,2032870031,7.0,133.1,806.7,9.0,89633.3,0.00675,54049.0
BRONX,2048320070,24.0,118.8,497.1,8.9,55853.9,0.00675,32183.1
QUEENS,4-02314-0001,6.0,173.9,7570.5,10.5,721000.0,0.00675,724605.0
BROOKLYN,3050820072,7.0,147.4,616.6,8.2,75195.1,0.00675,29220.9
,3051050043,46.0,91.2,572.8,6.8,84235.3,0.00675,1128.7
,2-04347-0007,27.0,103.2,2815.0,7.7,365584.4,0.00675,93077.8
QUEENS,4-01704-0172,11.0,117.5,484.4,7.0,69200.0,0.00675,4636.4
BRONX,2-02723-0040,98.0,41.9,1254.7,8.0,156837.5,0.00675,52540.6
BROOKLYN,3-03330-0032,8.0,119.0,422.8,6.9,61275.4,0.00675,2463.2
BROOKLYN,3-04813-0011,3.0,142.5,495.9,8.0,61987.5,0.00675,20765.8
BROOKLYN,3-04933-0001,10.0,124.8,386.7,7.0,55242.9,0.00675,3701.2
BRONX,2-03224-0020,45.0,92.4,654.2,6.9,94811.6,0.00675,3811.4
BRONX,2-02844-0095,33.0,103.2,679.1,7.7,88194.8,0.00675,22454.4
BRONX,2-02515-0009,40.0,95.9,536.1,7.1,75507.0,0.00675,7082.6
BRONX,2-02841-0001,45.0,101.6,597.8,7.4,80783.8,0.00675,14072.5
BRONX,2-02823-0036,24.0,120.4,640.4,8.9,71955.1,0.00675,41460.4
BRONX,2-02800-0019,31.0,109.1,563.4,8.1,69555.6,0.00675,25165.1
BRONX,2-02801-0013,34.0,112.5,601.2,8.4,71571.4,0.00675,31648.9
BRONX,2-02869-0070,41.0,104.3,546.3,7.8,70038.5,0.00675,19708.8
BRONX,2-02851-0036,22.0,105.5,632.9,7.9,80113.9,0.00675,24691.2
BRONX,2-02456-0001,1.0,149.8,697.2,8.5,82023.5,0.00675,38469.1
MANHATTAN,1-02136-7501,20.0,119.6,360.3,6.8,52985.3,0.00675,710.0
BROOKLYN,3-02111-7501,3.0,129.0,2291.8,8.0,286475.0,0.00675,95969.1
BRONX,2-02529-0025,13.0,120.8,549.7,6.9,79666.7,0.00675,3202.5
BRONX,2-02873-0058,7.0,143.0,482.0,8.2,58780.5,0.00675,22842.1
MANHATTAN,1-01398-7501,10.0,115.0,2008.8,8.2,244975.6,0.00675,95197.5
MANHATTAN,1-01409-0033,10.0,118.4,779.1,6.9,112913.0,0.00675,4539.2
MANHATTAN,1-01378-0070,6.0,113.0,709.8,7.7,92181.8,0.00675,23469.5
MANHATTAN,1-01320-7501,45.0,99.1,1682.8,7.3,230520.5,0.00675,33978.8
BRONX,2-02762-0181,10.0,131.9,514.4,7.6,67684.2,0.00675,15418.5
MANHATTAN,1-01025-7502,13.0,126.1,2677.0,7.4,361756.8,0.00675,63017.9
MANHATTAN,1-01067-7501,12.0,109.6,801.0,7.4,108243.2,0.00675,18856.1
MANHATTAN,1-01380-0023,3.0,111.9,789.8,7.6,103921.1,0.00675,23673.1
MANHATTAN,1-00544-7502,3.0,140.1,1211.5,8.6,140872.1,0.00675,69844.4
MANHATTAN,1-01051-7502,2.0,103.2,8050.9,7.2,1118180.6,0.00675,134852.5
MANHATTAN,1-00714-7501,10.0,117.6,3448.4,6.9,499768.1,0.00675,20090.7
MANHATTAN,1-01084-0025,7.0,123.1,2661.6,7.3,364602.7,0.00675,53742.5
BRONX,2058251554,26.0,104.1,611.8,7.8,78435.9,0.00675,22071.9
MANHATTAN,1-02225-0010,6.0,146.4,425.5,7.8,54551.3,0.00675,15350.7
BROOKLYN,3021347501,1.0,211.5,1234.1,11.4,108254.4,0.00675,134906.6
MANHATTAN,1-01557-7502,10.0,113.2,685.9,7.0,97985.7,0.00675,6565.1
BRONX,2022830053,1.0,220.7,854.1,12.6,67785.7,0.00675,106274.5
,4-01918-0105,20.0,118.5,1517.5,6.9,219927.5,0.00675,8841.2
QUEENS,4020930133,26.0,108.5,666.2,8.2,81243.9,0.00675,31571.4
BRONX,2-02282-0018,6.0,131.0,1116.1,7.6,146855.3,0.00675,33453.6
QUEENS,4-05001-0001,36.0,110.9,540.9,8.2,65963.4,0.00675,25633.4
QUEENS,4-05025-0020,61.0,94.5,597.3,6.9,86565.2,0.00675,3480.0
MANHATTAN,1-02138-0108,1.0,111.4,550.8,7.9,69721.5,0.00675,21488.2
BRONX,2-04317-0001,20.0,117.0,765.5,8.7,87988.5,0.00675,45982.8
BRONX,2-04642-0006,44.0,94.1,586.7,6.9,85029.0,0.00675,3418.1
BRONX,2-03335-0150,49.0,96.6,462.9,7.1,65197.2,0.00675,6115.5
MANHATTAN,1-01475-0005,1.0,114.1,2492.9,8.2,304012.2,0.00675,118139.1
MANHATTAN,1-00231-7501,,131.3,474.4,8.0,59300.0,0.00675,19865.5
MANHATTAN,1-01319-0029,,167.9,964.0,12.7,75905.5,0.00675,121039.0
MANHATTAN,1-02179-0274,63.0,91.3,398.8,6.9,57797.1,0.00675,2323.4
MANHATTAN,1-02136-0180,32.0,106.1,426.0,8.0,53250.0,0.00675,17838.8
MANHATTAN,1-02137-0011,38.0,99.1,802.3,7.4,108418.9,0.00675,18886.6
MANHATTAN,1014157501,,140.2,3344.0,9.7,344742.3,0.00675,272553.2
MANHATTAN,1-02220-0005,21.0,118.7,665.2,6.8,97823.5,0.00675,1310.9
MANHATTAN,1021790429,70.0,92.8,383.9,7.0,54842.9,0.00675,3674.4
MANHATTAN,1018820024,62.0,103.2,565.2,6.8,83117.6,0.00675,1113.9
MANHATTAN,1020880027,63.0,94.5,416.3,7.0,59471.4,0.00675,3984.6
MANHATTAN,1021360225,50.0,98.4,456.0,7.3,62465.8,0.00675,9207.4
MANHATTAN,1021360220,73.0,92.9,409.0,6.9,59275.4,0.00675,2382.8
BROOKLYN,3074220013,1.0,111.2,855.1,7.1,120436.6,0.00675,11297.0
BRONX,2-02833-0014,13.0,125.0,608.5,9.4,64734.0,0.00675,45974.2
BRONX,2-04321-0042,12.0,132.6,901.4,9.9,91050.5,0.00675,76864.8
BRONX,2-04594-0040,27.0,111.9,425.3,8.4,50631.0,0.00675,22388.9
BRONX,2-03250-0087,27.0,106.7,413.9,7.9,52392.4,0.00675,16147.3
QUEENS,4-02186-0038,20.0,117.9,555.5,9.0,61722.2,0.00675,37218.5
QUEENS,4-02186-0075,27.0,117.1,621.7,8.9,69853.9,0.00675,40249.9
BRONX,2-04194-0039,40.0,101.9,427.9,7.6,56302.6,0.00675,12825.8
BRONX,2-03742-0001,33.0,112.0,419.8,7.8,53820.5,0.00675,15145.1
BROOKLYN,3-01961-0027,52.0,100.1,385.2,7.4,52054.1,0.00675,9067.7
MANHATTAN,1-01849-0023,7.0,108.7,454.6,8.2,55439.0,0.00675,21543.6
MANHATTAN,1-01963-0025,72.0,101.1,370.7,7.4,50094.6,0.00675,8726.5
MANHATTAN,1-01500-0053,4.0,119.0,844.0,7.2,117222.2,0.00675,14137.0
MANHATTAN,1-01577-0008,8.0,125.1,1464.7,9.4,155819.1,0.00675,110662.8
QUEENS,4-09760-0022,3.0,173.1,654.8,10.2,64196.1,0.00675,59355.7
BRONX,2-02869-0001,31.0,96.4,424.1,7.2,58902.8,0.00675,7103.6
MANHATTAN,1-01769-7501,1.0,93.0,561.7,7.2,78013.9,0.00675,9408.5
MANHATTAN,1-02180-0023,41.0,101.3,417.9,7.6,54986.8,0.00675,12526.1
MANHATTAN,1-02174-0020,37.0,90.1,511.1,6.8,75161.8,0.00675,1007.1
MANHATTAN,1-02174-0008,38.0,112.1,657.1,8.4,78226.2,0.00675,34591.6
BRONX,2-03169-0009,27.0,120.6,536.8,9.0,59644.4,0.00675,35965.7
BROOKLYN,3025497501,6.0,143.4,380.6,9.1,41824.2,0.00675,26340.8
MANHATTAN,1-01946-0029,1.0,238.8,1082.5,13.4,80783.6,0.00675,143972.5
MANHATTAN,1-02039-0010,12.0,130.3,531.8,7.5,70906.7,0.00675,14252.2
BRONX,2-02568-0076,3.0,151.4,507.0,8.8,57613.6,0.00675,31653.0
MANHATTAN,1021370014,35.0,97.7,747.6,7.1,105295.8,0.00675,9876.7
MANHATTAN,1021420224,1.0,172.4,867.1,12.1,71661.2,0.00675,102747.7
MANHATTAN,1021420217,43.0,95.3,488.1,6.9,70739.1,0.00675,2843.8
MANHATTAN,1021370141,1.0,287.7,1214.7,20.6,58966.0,0.00675,218870.1
MANHATTAN,1021720041,16.0,126.9,483.3,9.4,51414.9,0.00675,36514.8
MANHATTAN,1021370080,5.0,131.2,676.7,9.4,71989.4,0.00675,51126.8
MANHATTAN,1021080083,10.0,135.1,497.8,10.0,49780.0,0.00675,43358.4
QUEENS,4-05287-0020,34.0,98.6,645.0,7.4,87162.2,0.00675,15183.6
BRONX,2-03044-0040,43.0,94.2,391.0,7.1,55070.4,0.00675,5165.6
QUEENS,4089290106,6.0,116.2,467.7,6.8,68779.4,0.00675,921.7
BROOKLYN,3065780100,18.0,125.0,396.7,6.9,57492.8,0.00675,2311.1
BROOKLYN,3055470057,26.0,123.7,386.5,7.2,53680.6,0.00675,6473.8
BROOKLYN,3061370045,,174.0,539.0,9.9,54444.4,0.00675,45962.1
QUEENS,4-01235-0070,3.0,106.1,794.9,8.1,98135.8,0.00675,35505.5
QUEENS,4097980039,12.0,124.1,552.0,7.3,75616.4,0.00675,11145.9
MANHATTAN,1-02223-0012,11.0,137.6,435.9,7.9,55177.2,0.00675,17005.6
MANHATTAN,1-00333-0001,10.0,107.5,9631.6,7.4,1301567.6,0.00675,226733.0
MANHATTAN,1-02248-0092,71.0,93.4,873.3,6.9,126565.2,0.00675,5088.0
MANHATTAN,1-02248-0092,71.0,93.4,873.3,6.9,126565.2,0.00675,5088.0
MANHATTAN,1-02179-0001,24.0,143.4,642.3,10.6,60594.3,0.00675,62521.3
MANHATTAN,1-00341-0070,12.0,110.2,1777.3,7.6,233855.3,0.00675,53272.2
MANHATTAN,1-00341-0058,13.0,104.0,1652.0,7.2,229444.4,0.00675,27671.1
MANHATTAN,1-01970-0016,3.0,183.8,570.3,10.6,53801.9,0.00675,55512.8
MANHATTAN,1-01341-7503,5.0,111.2,2901.4,7.7,376805.2,0.00675,95934.6
BROOKLYN,3-06058-0012,2.0,137.0,495.1,7.9,62670.9,0.00675,19315.1
BRONX,2-02580-0011,7.0,145.1,563.3,8.3,67867.5,0.00675,28192.1
QUEENS,4051850077,37.0,110.2,653.2,8.1,80642.0,0.00675,29176.2
BRONX,2-03333-0063,88.0,100.0,454.4,7.4,61405.4,0.00675,10696.8
BRONX,2031570059,22.0,111.7,454.0,8.3,54698.8,0.00675,22721.9
BRONX,2028020023,26.0,110.2,474.9,8.2,57914.6,0.00675,22505.7
BROOKLYN,3-01302-0001,5.0,121.1,10393.5,7.0,1484785.7,0.00675,99480.7
BROOKLYN,3-06802-0041,24.0,111.7,537.0,7.8,68846.2,0.00675,19373.2
MANHATTAN,1-02131-0013,14.0,133.3,423.7,7.5,56493.3,0.00675,11355.2
BROOKLYN,3020440013,1.0,338.1,1592.0,18.6,85591.4,0.00675,271821.2
BRONX,2-02456-0065,20.0,122.7,489.8,7.0,69971.4,0.00675,4688.1
MANHATTAN,1-00188-7505,1.0,145.9,848.3,8.3,102204.8,0.00675,42455.9
BROOKLYN,3-05080-0007,15.0,129.2,678.9,7.3,93000.0,0.00675,13708.2
BROOKLYN,3-01782-0055,12.0,121.3,291.8,7.5,38906.7,0.00675,7820.2
MANHATTAN,1-01767-0005,5.0,119.7,495.8,7.4,67000.0,0.00675,11671.4
MANHATTAN,1021800605,43.0,108.9,743.7,8.2,90695.1,0.00675,35244.2
,1-01048-0026,57.0,99.8,525.3,6.9,76130.4,0.00675,3060.5
BRONX,2-04534-0009,1.0,148.7,545.1,9.1,59901.1,0.00675,37725.7
MANHATTAN,1021750053,10.0,162.9,918.3,12.3,74658.5,0.00675,111047.2
BROOKLYN,3-06962-0011,13.0,108.3,998.2,6.9,144666.7,0.00675,5815.5
BRONX,2-02814-0001,,109.3,502.6,8.1,62049.4,0.00675,22449.4
BRONX,2030220050,50.0,99.7,382.9,7.4,51743.2,0.00675,9013.8
MANHATTAN,1-00612-7504,1.0,150.1,1000.4,8.9,112404.5,0.00675,64767.5
MANHATTAN,1011430030,46.0,116.4,398.4,6.8,58588.2,0.00675,785.1
MANHATTAN,1-01951-0014,14.0,120.7,378.8,7.5,50506.7,0.00675,10151.8
MANHATTAN,1-01995-0016,52.0,121.1,391.8,6.8,57617.6,0.00675,772.2
BRONX,2-02870-0035,9.0,155.5,431.5,8.6,50174.4,0.00675,24876.5
BROOKLYN,3-06935-0001,38.0,103.8,1490.0,7.8,191025.6,0.00675,53754.7
BROOKLYN,3-01699-7501,18.0,148.4,998.3,8.1,123246.9,0.00675,44590.8
BRONX,2-03267-0060,24.0,120.4,586.7,9.0,65188.9,0.00675,39308.9
MANHATTAN,1-01924-0021,23.0,113.6,1340.9,8.5,157752.9,0.00675,73986.2
MANHATTAN,1-02180-0078,18.0,110.9,508.1,8.4,60488.1,0.00675,26747.8
MANHATTAN,1-02158-0054,24.0,108.6,406.2,8.1,50148.1,0.00675,18143.7
MANHATTAN,1-01868-7501,1.0,159.7,3744.9,9.2,407054.3,0.00675,267272.0
BRONX,2-04340-7501,17.0,120.7,957.9,9.0,106433.3,0.00675,64179.4
BROOKLYN,3-05006-0006,18.0,120.9,350.5,6.8,51544.1,0.00675,690.7
MANHATTAN,1-02175-0045,16.0,135.6,459.3,7.9,58139.2,0.00675,17918.6
BRONX,2-02765-0140,7.0,149.1,622.3,11.1,56063.1,0.00675,65358.3
BRONX,2-02510-0074,58.0,128.4,552.6,9.7,56969.1,0.00675,45039.7
BRONX,2-04659-0031,36.0,92.4,961.5,6.9,139347.8,0.00675,5601.8
QUEENS,4-02173-0001,1.0,148.4,692.6,8.9,77820.2,0.00675,44840.1
MANHATTAN,1-00735-0017,42.0,109.2,726.0,7.2,100833.3,0.00675,12160.6
MANHATTAN,1-01581-0049,2.0,145.5,1577.7,9.1,173373.6,0.00675,109190.8
MANHATTAN,1-01467-0021,7.0,125.3,3286.5,7.8,421346.2,0.00675,118566.7
MANHATTAN,1-01571-0022,5.0,137.2,2352.5,8.2,286890.2,0.00675,111485.6
MANHATTAN,1-01453-0027,6.0,133.6,2592.9,8.5,305047.1,0.00675,143067.0
BRONX,2-05909-0825,40.0,109.8,2951.0,8.2,359878.0,0.00675,139848.7
MANHATTAN,1-00919-0014,11.0,112.3,3345.9,7.0,477985.7,0.00675,32025.1
MANHATTAN,1-01349-0014,10.0,132.1,1374.7,8.1,169716.0,0.00675,61403.4
MANHATTAN,1-01573-0022,6.0,121.9,1788.6,7.7,232285.7,0.00675,59140.0
MANHATTAN,1-01348-0049,15.0,127.3,3751.7,7.7,487233.8,0.00675,124049.7
MANHATTAN,1-01568-0021,11.0,136.1,2016.9,8.4,240107.1,0.00675,106175.5
MANHATTAN,1-01577-0001,8.0,134.8,1875.6,8.3,225975.9,0.00675,93870.4
QUEENS,4-03253-0051,25.0,107.9,733.4,8.1,90543.2,0.00675,32758.6
MANHATTAN,1-00763-0008;1-00763-9008,7.0,102.8,534.6,7.8,68538.5,0.00675,19286.7
MANHATTAN,1-01334-0041,74.0,98.1,1920.9,7.3,263137.0,0.00675,38786.4
MANHATTAN,1-01336-0010,65.0,97.3,712.9,6.9,103318.8,0.00675,4153.5
MANHATTAN,1-01521-0051,42.0,96.4,519.0,7.2,72083.3,0.00675,8693.3
BRONX,2-05716-0500,10.0,124.8,3366.0,6.9,487826.1,0.00675,19610.6
BRONX,2-03794-0013,26.0,115.9,1275.7,8.6,148337.2,0.00675,73545.6
BRONX,2-05745-0305,7.0,152.6,1310.0,8.4,155952.4,0.00675,68962.1
,4-01918-0108,13.0,126.9,1707.3,7.3,233876.7,0.00675,34473.4
QUEENS,4-01918-0060,10.0,127.2,1849.9,7.3,253411.0,0.00675,37352.7
,4-01918-0090,13.0,126.6,1709.5,7.3,234178.1,0.00675,34517.8
QUEENS,4-01918-0065,6.0,138.6,1900.6,7.9,240582.3,0.00675,74147.4
MANHATTAN,1018337507,2.0,106.1,888.0,6.9,128695.7,0.00675,5173.5
MANHATTAN,1018527501,19.0,111.8,4489.1,7.1,632267.6,0.00675,59306.7
,2-02882-0229,15.0,134.5,12478.0,7.7,1620519.5,0.00675,412584.2
MANHATTAN,1-01158-0033,34.0,121.8,1189.7,7.2,165236.1,0.00675,19927.5
QUEENS,4-02290-0001,31.0,127.0,1656.3,7.2,230041.7,0.00675,27743.0
BROOKLYN,3-02134-7502,4.0,152.1,1604.1,8.9,180236.0,0.00675,103851.9
QUEENS,4-06797-7503,,115.1,513.3,6.9,74391.3,0.00675,2990.5
BRONX,2026860001,2.0,186.1,632.5,11.1,56982.0,0.00675,66429.6
,1001737503,,107.5,674.5,7.3,92397.3,0.00675,13619.3
BRONX,2-02295-0067,18.0,115.4,348.5,7.0,49785.7,0.00675,3335.7
BRONX,2-02442-0060,5.0,112.9,1255.6,6.9,181971.0,0.00675,7315.3
BRONX,2-02690-0173,5.0,143.0,613.1,8.3,73867.5,0.00675,30684.5
BRONX,2-02965-0051,1.0,152.4,852.9,9.1,93725.3,0.00675,59028.1
BRONX,2-03040-0003,22.0,115.2,553.7,6.9,80246.4,0.00675,3225.9
QUEENS,4-15638-0001,3.0,155.7,5480.7,8.7,629965.5,0.00675,329220.0
BRONX,2042920024,68.0,100.2,1309.4,7.4,176945.9,0.00675,30824.1
BRONX,2043220010,16.0,125.4,464.0,7.0,66285.7,0.00675,4441.2
BRONX,2037140001,7.0,127.3,639.0,9.6,66562.5,0.00675,50840.4
BRONX,2028110001,12.0,137.2,668.3,10.3,64883.5,0.00675,61730.1
BRONX,2-03819-0001,,104.2,957.1,7.7,124298.7,0.00675,31646.5
BRONX,2-03304-0185,37.0,91.4,392.0,6.8,57647.1,0.00675,772.4
QUEENS,4-01516-0033,22.0,114.6,603.1,8.5,70952.9,0.00675,33277.0
MANHATTAN,1-00027-7501,,150.8,1916.3,10.2,187872.5,0.00675,173707.0
MANHATTAN,1-00457-0028,1.0,113.3,842.8,7.5,112373.3,0.00675,22587.1
QUEENS,4-07117-0051,23.0,103.1,791.5,6.9,114710.1,0.00675,4611.4
MANHATTAN,1010330009,4.0,131.0,1806.0,7.9,228607.6,0.00675,70456.9
QUEENS,4124950002,10.0,165.5,69640.7,8.9,7824797.8,0.00675,4508648.4
QUEENS,4-05263-0026,12.0,110.4,474.6,8.0,59325.0,0.00675,19873.9
MANHATTAN,1-01995-0005,79.0,91.0,476.7,6.8,70102.9,0.00675,939.5
QUEENS,4-03358-7501,69.0,105.0,529.3,7.7,68740.3,0.00675,17501.2
BRONX,2-03874-0001,,280.4,923.3,16.0,57706.2,0.00675,143053.9
MANHATTAN,1021580007,1.0,149.4,560.9,10.9,51458.7,0.00675,57232.4
QUEENS,4015260016,24.0,123.8,652.3,8.8,74125.0,0.00675,40724.3
BRONX,2-03089-0037,52.0,96.4,393.8,7.2,54694.4,0.00675,6596.2
BRONX,2-03089-0037,51.0,97.4,398.1,7.3,54534.2,0.00675,8038.4
MANHATTAN,1014210021,3.0,131.6,3843.0,7.6,505657.9,0.00675,115188.9
MANHATTAN,1-01584-0001,2.0,132.8,1570.4,7.8,201333.3,0.00675,56655.3
MANHATTAN,1-02058-0040,46.0,97.0,432.3,7.3,59219.2,0.00675,8728.9
BROOKLYN,3022647516,24.0,114.1,362.7,7.0,51814.3,0.00675,3471.5
MANHATTAN,1-00879-0001,,112.6,645.3,8.6,75034.9,0.00675,37202.3
MANHATTAN,1-01531-0029,9.0,114.3,2083.5,7.8,267115.4,0.00675,75166.2
MANHATTAN,1-01531-0029,11.0,109.8,1997.1,7.5,266280.0,0.00675,53522.3
BRONX,2-03980-0007,3.0,150.9,533.4,8.5,62752.9,0.00675,29431.2
MANHATTAN,1-01541-0021,8.0,116.2,6813.8,7.0,973400.0,0.00675,65217.8
MANHATTAN,1-01116-7501,8.0,141.3,9360.9,8.3,1127819.3,0.00675,468496.1
BRONX,2-02811-0003,38.0,107.7,990.4,7.6,130315.8,0.00675,29685.9
BRONX,2-03249-0038,20.0,121.5,634.6,9.0,70511.1,0.00675,42518.2
MANHATTAN,1-02179-0373,43.0,115.1,1644.2,7.5,219226.7,0.00675,44064.5
BRONX,2028690034,2.0,136.1,438.4,7.7,56935.1,0.00675,14495.6
MANHATTAN,1-01334-0022,65.0,110.7,1942.0,7.8,248974.4,0.00675,70061.3
MANHATTAN,1-00564-0001,27.0,94.6,491.5,7.1,69225.4,0.00675,6493.3
BRONX,2-02510-0050,76.0,91.1,728.8,6.9,105623.2,0.00675,4246.0
STATEN IS,5-00240-0016,30.0,102.0,939.4,7.6,123605.3,0.00675,28157.2
STATEN IS,5-00240-0003,35.0,99.2,913.4,7.4,123432.4,0.00675,21502.0
BRONX,2-03714-0054,16.0,123.2,426.4,6.9,61797.1,0.00675,2484.2
BROOKLYN,3-05099-0074,16.0,122.9,428.8,6.9,62144.9,0.00675,2498.3
QUEENS,4-05024-0024,58.0,96.6,1090.1,7.2,151402.8,0.00675,18259.1
BRONX,2-03895-0001,23.0,123.5,1864.9,7.0,266414.3,0.00675,17849.7
BROOKLYN,3-05121-0018,19.0,122.8,442.9,7.0,63271.4,0.00675,4239.2
MANHATTAN,1-02174-0194,1.0,195.1,518.8,11.6,44724.1,0.00675,58132.5
BROOKLYN,3050660031,3.0,156.7,865.8,8.8,98386.4,0.00675,54053.4
QUEENS,4-05134-0024,49.0,99.1,582.7,7.3,79821.9,0.00675,11765.8
BRONX,2028290035,21.0,128.1,386.2,7.3,52904.1,0.00675,7798.1
BRONX,2031560129,21.0,119.6,367.2,6.8,54000.0,0.00675,723.6
BRONX,2032560200,1.0,126.9,515.6,8.2,62878.0,0.00675,24434.5
MANHATTAN,1022190041,16.0,109.0,489.9,8.1,60481.5,0.00675,21882.2
BRONX,2033110120,37.0,94.9,576.4,7.1,81183.1,0.00675,7615.0
BRONX,2024820053,14.0,128.3,499.6,7.3,68438.4,0.00675,10087.7
BROOKLYN,3-06686-0001,1.0,150.3,442.6,8.5,52070.6,0.00675,24421.1
BRONX,2-03031-0069,7.0,140.5,420.1,8.0,52512.5,0.00675,17591.7
BRONX,2-04174-0024,29.0,109.6,1106.9,8.2,134987.8,0.00675,52456.3
MANHATTAN,1-02219-0001,2.0,140.1,760.7,8.1,93913.6,0.00675,33977.9
BRONX,2-03158-0001,2.0,115.8,436.1,7.1,61422.5,0.00675,5761.5
QUEENS,4-01444-0032,5.0,135.5,441.1,7.8,56551.3,0.00675,15913.5
,4-00149-0001,5.0,131.8,514.9,7.6,67750.0,0.00675,15433.4
BROOKLYN,3024420001,1.0,136.2,953.4,8.8,108340.9,0.00675,59522.5
MANHATTAN,1014067503,1.0,358.9,1896.4,26.0,72938.5,0.00675,376289.5
,2-02846-0074,6.0,121.8,534.3,6.8,78573.5,0.00675,1052.9
BRONX,1-02215-0339,1.0,169.1,609.3,9.6,63468.8,0.00675,48477.3
MANHATTAN,1-01844-0001,22.0,121.4,548.5,6.9,79492.8,0.00675,3195.5
QUEENS,4-01436-0032,22.0,132.9,557.4,7.5,74320.0,0.00675,14938.3
QUEENS,4-03233-0022,6.0,152.5,620.3,8.4,73845.2,0.00675,32654.4
BRONX,2-03297-0011,21.0,102.1,703.5,7.5,93800.0,0.00675,18853.8
QUEENS,4-01282-0175,21.0,131.0,816.8,7.4,110378.4,0.00675,19227.9
MANHATTAN,1-02002-0034,1.0,174.8,617.5,10.0,61750.0,0.00675,53784.2
MANHATTAN,1-01211-0029,,120.6,478.7,9.2,52032.6,0.00675,34164.6
BROOKLYN,3-01249-0007,7.0,147.1,749.5,8.1,92530.9,0.00675,33477.6
MANHATTAN,1-02132-0058,30.0,120.0,499.7,8.9,56146.1,0.00675,32351.3
MANHATTAN,1-01823-0010,80.0,98.6,421.7,7.3,57767.1,0.00675,8514.9
BROOKLYN,3-06042-0036,71.0,92.4,318.7,6.8,46867.6,0.00675,628.1
