borough,BBL,energy_star_core,EUI,emission_ton,emission_intensity_kg/ft2,square,standard,penalty
BROOKLYN,3-01585-0037;3-01585-0141;3-01585-0038;3-01585-0039;3-01585-0040,8.0,132.9,189.8,8.3,22867.5,0.00675,9499.1
MANHATTAN,1-01303-0046,22.0,97.9,254.5,7.3,34863.0,0.00675,5138.8
,2-02661-0058,2.0,151.4,291.7,8.8,33147.7,0.00675,18211.4
BRONX,2-02383-0039,2.0,111.5,276.5,7.8,35448.7,0.00675,9975.3
BRONX,2-03151-0014,15.0,136.5,202.6,7.8,25974.4,0.00675,7309.1
BROOKLYN,3-03316-0001,5.0,132.6,264.5,7.6,34802.6,0.00675,7928.1
BROOKLYN,3-03325-0001,5.0,135.4,390.4,7.8,50051.3,0.00675,14084.4
BROOKLYN,3050240023;3050240026;3050240019,22.0,125.4,609.1,7.0,87014.3,0.00675,5829.9
BROOKLYN,3050240023,1.0,364.9,521.6,19.7,26477.2,0.00675,91891.5
BROOKLYN,3012900001,2.0,134.4,232.2,7.9,29392.4,0.00675,9058.7
BROOKLYN,3-06335-0001,5.0,127.5,445.2,7.1,62704.2,0.00675,5881.7
MANHATTAN,1-01171-7506,,131.4,2259.7,7.7,293467.5,0.00675,74716.9
MANHATTAN,1017220022,87.0,124.9,240.6,9.3,25871.0,0.00675,17680.2
BRONX,2-05419-0127,14.0,114.5,230.6,8.5,27129.4,0.00675,12723.7
BRONX,2-04170-0046,6.0,142.0,202.0,8.0,25250.0,0.00675,8458.8
QUEENS,4-03316-0010,43.0,100.2,904.7,7.4,122256.8,0.00675,21297.0
BROOKLYN,3-04896-0003,1.0,140.5,217.1,7.9,27481.0,0.00675,8469.7
MANHATTAN,1-02051-0054,2.0,168.2,655.4,9.9,66202.0,0.00675,55887.8
MANHATTAN,1-02035-0001,24.0,127.5,187.8,7.3,25726.0,0.00675,3792.1
MANHATTAN,1-02035-0001,11.0,169.4,380.1,9.6,39593.8,0.00675,30241.6
MANHATTAN,1-02035-0001,48.0,123.8,275.3,6.9,39898.6,0.00675,1603.8
MANHATTAN,1-00875-0079,1.0,192.6,611.1,13.7,44605.8,0.00675,83082.9
BRONX,2-03068-0055,1.0,188.0,503.0,10.7,47009.3,0.00675,49764.2
BRONX,2-02816-0045,10.0,133.0,277.9,7.7,36090.9,0.00675,9188.8
MANHATTAN,1-02035-0001,1.0,226.3,323.2,12.6,25650.8,0.00675,40215.3
BRONX,2-03328-0181,18.0,118.3,263.8,8.8,29977.3,0.00675,16469.5
BRONX,2-02471-0015,3.0,155.7,281.6,9.0,31288.9,0.00675,18867.2
BRONX,2-02453-0022,14.0,117.7,236.4,6.8,34764.7,0.00675,465.9
BRONX,2-02809-0001,27.0,110.0,337.6,8.2,41170.7,0.00675,15999.0
BRONX,2-03214-0082,35.0,111.2,223.0,8.2,27195.1,0.00675,10568.1
BRONX,2-03316-0026,67.0,91.9,221.1,6.8,32514.7,0.00675,435.7
BRONX,2-03317-0043,43.0,106.2,320.0,7.8,41025.6,0.00675,11544.7
QUEENS,4-08930-0098,8.0,125.6,196.4,7.0,28057.1,0.00675,1879.9
BROOKLYN,3-02419-0012,9.0,117.6,274.6,8.7,31563.2,0.00675,16495.0
BROOKLYN,3-02424-0032,4.0,158.1,225.6,8.9,25348.3,0.00675,14605.7
BRONX,2038710030,1.0,213.2,1153.5,11.8,97754.2,0.00675,132300.7
MANHATTAN,1-02035-0001,3.0,181.3,400.9,10.1,39693.1,0.00675,35636.4
MANHATTAN,1-01043-0046,31.0,127.3,217.7,7.4,29418.9,0.00675,5124.8
MANHATTAN,1-01125-0062,1.0,126.5,289.2,8.3,34843.4,0.00675,14473.9
MANHATTAN,1-01512-0044,45.0,125.3,262.2,7.1,36929.6,0.00675,3464.0
MANHATTAN,1-01553-0045,30.0,118.7,192.8,6.9,27942.0,0.00675,1123.3
MANHATTAN,1-00614-0061,6.0,132.6,326.9,8.5,38458.8,0.00675,18037.2
MANHATTAN,1021270015,11.0,123.4,390.0,7.1,54929.6,0.00675,5152.4
MANHATTAN,1020810006,1.0,216.7,395.1,12.2,32385.2,0.00675,47302.0
MANHATTAN,1020880043,43.0,102.8,343.7,7.6,45223.7,0.00675,10301.9
MANHATTAN,1020600031,2.0,190.7,307.4,10.5,29276.2,0.00675,29422.6
MANHATTAN,1018250063,1.0,192.4,447.9,11.7,38282.1,0.00675,50784.9
MANHATTAN,1018210064,51.0,101.1,248.5,7.5,33133.3,0.00675,6659.9
MANHATTAN,1-02159-0029,28.0,127.5,334.1,9.6,34802.1,0.00675,26581.8
BRONX,2031290015,11.0,134.6,271.0,7.8,34743.6,0.00675,9776.8
BRONX,2038630033,,121.4,254.2,7.3,34821.9,0.00675,5132.8
MANHATTAN,1-02001-0055,63.0,103.4,232.1,7.8,29756.4,0.00675,8373.5
MANHATTAN,1-00465-0055,8.0,169.9,246.2,9.7,25381.4,0.00675,20066.6
BRONX,2-02724-7502,1.0,295.8,1268.8,17.3,73341.0,0.00675,207364.5
BROOKLYN,3-05411-0007,10.0,125.6,188.8,7.0,26971.4,0.00675,1807.1
BROOKLYN,3-06766-0022,11.0,126.3,260.0,7.1,36619.7,0.00675,3435.0
MANHATTAN,1-01253-0010,23.0,159.4,356.9,10.1,35336.6,0.00675,31725.3
MANHATTAN,1-02153-0036,,129.8,410.9,9.5,43252.6,0.00675,31877.2
MANHATTAN,1-02162-0068,35.0,122.6,417.7,9.0,46411.1,0.00675,27985.9
BROOKLYN,3-04693-0066,1.0,175.8,263.3,10.3,25563.1,0.00675,24320.8
BROOKLYN,3-03621-0015,1.0,151.5,302.2,8.5,35552.9,0.00675,16674.4
BRONX,2028390075,,152.9,280.9,8.7,32287.4,0.00675,16873.3
BRONX,2025250020,17.0,117.2,218.5,6.9,31666.7,0.00675,1272.9
BRONX,2032820036,39.0,96.0,214.1,7.1,30154.9,0.00675,2828.6
BRONX,2028260097,,137.2,310.0,10.1,30693.1,0.00675,27556.2
,1021580084; 1021580087,10.0,128.5,309.4,7.4,41810.8,0.00675,7283.5
BRONX,2031430033,34.0,117.1,243.5,8.7,27988.5,0.00675,14626.8
MANHATTAN,1-01770-0050,24.0,116.5,222.1,7.1,31281.7,0.00675,2934.2
QUEENS,4-01566-0021,17.0,125.3,917.6,9.3,98666.7,0.00675,67428.7
BRONX,2-02452-0029,18.0,128.7,551.3,9.7,56835.1,0.00675,44933.7
MANHATTAN,1-01721-0014,18.0,168.7,435.5,12.6,34563.5,0.00675,54188.6
,2-02944-0001,11.0,150.5,2427.3,8.4,288964.3,0.00675,127780.0
QUEENS,4048070041,4.0,118.6,244.8,8.8,27818.2,0.00675,15283.3
BROOKLYN,3-01766-0047,19.0,124.0,210.7,7.0,30100.0,0.00675,2016.7
QUEENS,4006150069,61.0,95.1,254.8,7.0,36400.0,0.00675,2438.8
QUEENS,4005920047,65.0,101.3,340.1,7.5,45346.7,0.00675,9114.6
QUEENS,4006080029,26.0,102.8,312.5,7.6,41118.4,0.00675,9366.8
BROOKLYN,3-02224-7506,1.0,107.1,235.2,7.0,33600.0,0.00675,2251.2
QUEENS,4050220008,40.0,116.3,415.0,8.5,48823.5,0.00675,22898.3
BRONX,2028500067,21.0,119.3,379.5,8.8,43125.0,0.00675,23692.9
BRONX,2032240017,14.0,121.4,236.0,6.8,34705.9,0.00675,465.0
BRONX,2028490076,19.0,127.6,264.6,7.3,36246.6,0.00675,5342.7
MANHATTAN,1-01010-7504,1.0,235.6,482.9,14.3,33769.2,0.00675,68328.7
BROOKLYN,3-06374-0001,13.0,123.6,204.0,7.1,28732.4,0.00675,2695.1
BRONX,2032250094,12.0,117.3,331.7,6.8,48779.4,0.00675,653.7
BRONX,2-02478-0064,1.0,162.8,653.5,12.1,54008.3,0.00675,77437.0
QUEENS,4008480064,16.0,96.7,254.2,7.2,35305.6,0.00675,4257.8
BROOKLYN,3-05245-0045,2.0,133.4,239.3,7.5,31906.7,0.00675,6413.2
BROOKLYN,3-05595-0043,37.0,122.1,318.1,7.0,45442.9,0.00675,3044.6
MANHATTAN,1-02136-0106,64.0,94.5,631.9,7.0,90271.4,0.00675,6048.2
QUEENS,4032550028,2.0,112.9,283.8,7.0,40542.9,0.00675,2716.3
BROOKLYN,3007400001,,135.1,316.0,7.8,40512.8,0.00675,11400.3
BRONX,2046550001,23.0,113.2,352.2,8.4,41928.6,0.00675,18540.8
MANHATTAN,1020410031,3.0,171.5,343.6,12.9,26635.7,0.00675,43900.8
MANHATTAN,1-00133-7504,,94.3,180.2,6.8,26500.0,0.00675,355.1
MANHATTAN,1004417502,,99.6,209.5,6.8,30808.8,0.00675,412.9
MANHATTAN,1-02180-0013,52.0,110.9,365.1,8.2,44524.4,0.00675,17302.2
BROOKLYN,3054090006,3.0,139.7,250.5,7.8,32115.4,0.00675,9037.2
BROOKLYN,3058700044,7.0,125.6,231.7,7.0,33100.0,0.00675,2217.7
MANHATTAN,1-01252-0027,76.0,131.4,249.1,7.7,32350.6,0.00675,8236.6
BRONX,2028320004,14.0,136.5,251.1,7.6,33039.5,0.00675,7526.3
QUEENS,4-00632-0001,3.0,201.1,416.9,15.1,27609.3,0.00675,61784.0
QUEENS,4-01402-0036,4.0,139.3,277.0,7.8,35512.8,0.00675,9993.3
QUEENS,4-01402-0042,1.0,175.5,346.6,9.7,35732.0,0.00675,28249.6
QUEENS,4-00690-0001,31.0,143.9,392.7,10.8,36361.1,0.00675,39466.4
QUEENS,4-00579-0032,17.0,134.5,333.9,7.5,44520.0,0.00675,8948.5
BRONX,2027960013,6.0,152.0,335.1,8.5,39423.5,0.00675,18489.7
MANHATTAN,1013460010,7.0,121.2,176.5,7.0,25214.3,0.00675,1689.3
MANHATTAN,1021390542,47.0,95.1,250.8,7.1,35323.9,0.00675,3313.5
BROOKLYN,3022060011,23.0,122.5,193.0,7.1,27183.1,0.00675,2549.8
BROOKLYN,3065820068,9.0,124.5,193.3,6.9,28014.5,0.00675,1126.2
BROOKLYN,3054560001,1.0,169.0,302.9,9.7,31226.8,0.00675,24687.9
BROOKLYN,3054500001,5.0,129.9,258.2,7.2,35861.1,0.00675,4324.9
BROOKLYN,3054500006,1.0,155.6,373.3,9.3,40139.8,0.00675,27431.5
BROOKLYN,3033330017,3.0,124.5,193.1,7.1,27197.2,0.00675,2551.1
BROOKLYN,3033330013,1.0,192.6,290.0,10.6,27358.5,0.00675,28228.5
QUEENS,4008060029,,117.5,323.8,8.6,37651.2,0.00675,18667.4
QUEENS,4008060033,,126.6,343.6,9.2,37347.8,0.00675,24522.6
BRONX,2037850025,,161.3,447.4,9.3,48107.5,0.00675,32876.7
BROOKLYN,3046150006,,172.3,375.4,9.6,39104.2,0.00675,29867.7
BROOKLYN,3046150001,,186.9,513.1,13.5,38007.4,0.00675,68755.4
BROOKLYN,3-00817-0005,18.0,130.3,259.7,7.3,35575.3,0.00675,5243.9
MANHATTAN,1022430358,14.0,111.9,395.3,8.4,47059.5,0.00675,20809.8
BRONX,2032810050,27.0,111.6,222.2,8.3,26771.1,0.00675,11120.7
BROOKLYN,3065780007,3.0,144.1,273.9,8.1,33814.8,0.00675,12234.2
BROOKLYN,3065780014,11.0,128.1,205.3,7.1,28915.5,0.00675,2712.3
MANHATTAN,1002390012,27.0,133.9,367.3,9.4,39074.5,0.00675,27750.6
QUEENS,4017610012,11.0,130.8,413.7,9.8,42214.3,0.00675,34505.9
BROOKLYN,3067460020,10.0,130.6,238.4,7.2,33111.1,0.00675,3993.2
QUEENS,4015310021,36.0,111.3,310.8,8.1,38370.4,0.00675,13882.3
QUEENS,4012930001,,125.8,495.6,9.5,52168.4,0.00675,38448.2
MANHATTAN,1007220037,,188.5,310.4,11.5,26991.3,0.00675,34359.9
BROOKLYN,3-05783-0044,12.0,125.1,203.1,7.1,28605.6,0.00675,2683.3
BROOKLYN,3021690019,30.0,126.1,177.4,7.1,24985.9,0.00675,2343.7
MANHATTAN,1-00137-7503,,105.1,180.7,6.8,26573.5,0.00675,356.1
QUEENS,4005500029,14.0,126.5,322.7,9.4,34329.8,0.00675,24381.0
QUEENS,4005690056,,104.5,257.3,7.8,32987.2,0.00675,9282.6
MANHATTAN,1-01851-0016,55.0,107.5,378.9,8.1,46777.8,0.00675,16924.2
MANHATTAN,1-00744-0003,29.0,103.9,295.8,7.8,37923.1,0.00675,10671.5
BROOKLYN,3-08399-0040,1.0,215.9,478.9,14.9,32140.9,0.00675,70202.3
BROOKLYN,3013000001,1.0,153.5,305.8,9.1,33604.4,0.00675,21164.0
BROOKLYN,3013110044,9.0,120.8,239.6,7.0,34228.6,0.00675,2293.3
QUEENS,4-00209-0025,44.0,122.5,270.4,9.1,29714.3,0.00675,18714.0
QUEENS,4-09880-0030,9.0,149.2,267.9,8.4,31892.9,0.00675,14102.9
QUEENS,4-00739-0046,38.0,97.5,200.0,7.2,27777.8,0.00675,3350.0
QUEENS,4-00548-0013,16.0,93.4,240.6,6.8,35382.4,0.00675,474.0
BROOKLYN,3024630021,5.0,137.6,211.5,7.8,27115.4,0.00675,7630.2
MANHATTAN,1004737503,,160.3,347.2,10.0,34720.0,0.00675,30241.1
BRONX,2045670107,,233.0,472.0,17.5,26971.4,0.00675,77704.7
BRONX,2033180015,1.0,162.8,898.0,12.1,74214.9,0.00675,106409.2
BRONX,2030900054,47.0,100.1,239.0,7.4,32297.3,0.00675,5626.2
BRONX,2027630136,12.0,120.6,212.1,6.9,30739.1,0.00675,1235.8
BROOKLYN,3046150006;3046150011,,182.4,742.7,10.2,72813.7,0.00675,67323.6
MANHATTAN,1008480030,,171.7,388.9,11.7,33239.3,0.00675,44095.3
STATEN IS,5-04001-0001,,455.8,166.2,24.8,6701.6,0.00675,32418.4
STATEN IS,5-04000-0039,,553.0,201.3,30.0,6710.0,0.00675,41810.0
STATEN IS,5-04002-0001,,125.1,47.8,7.1,6732.4,0.00675,631.5
STATEN IS,5-04001-0001,,1239.4,233.2,66.6,3501.5,0.00675,56163.4
MANHATTAN,1-01306-0050,1.0,182.9,318.1,12.0,26508.3,0.00675,37297.3
BRONX,2028810001,,132.3,291.1,9.8,29704.1,0.00675,24280.1
MANHATTAN,1021090088,,190.6,473.7,10.8,43861.1,0.00675,47606.9
BROOKLYN,3046890038,2.0,123.7,214.3,7.0,30614.3,0.00675,2051.1
BRONX,2032100080,22.0,118.8,379.1,6.9,54942.0,0.00675,2208.7
QUEENS,4-01292-0006,,143.6,299.5,11.0,27227.3,0.00675,31011.8
MANHATTAN,1-01143-0042,6.0,163.7,505.5,12.3,41097.6,0.00675,61128.4
BRONX,2048440031,6.0,131.9,306.5,7.4,41418.9,0.00675,7215.2
BRONX,2027960019,23.0,122.2,388.9,8.8,44193.2,0.00675,24279.7
BRONX,2033240055,14.0,131.3,323.1,7.4,43662.2,0.00675,7605.9
BRONX,2028430018,15.0,120.4,425.7,9.0,47300.0,0.00675,28521.9
MANHATTAN,1-01246-0049,66.0,103.7,397.0,7.8,50897.4,0.00675,14322.6
QUEENS,4-03275-0083,51.0,133.5,529.5,9.9,53484.8,0.00675,45152.0
,4-03312-0001,1.0,165.4,2049.7,9.3,220397.8,0.00675,150620.0
BRONX,2-03197-0014,6.0,116.4,216.2,6.9,31333.3,0.00675,1259.7
MANHATTAN,1-02177-0018,17.0,147.9,461.5,8.1,56975.3,0.00675,20613.7
MANHATTAN,1-01823-0056,14.0,110.9,254.5,8.0,31812.5,0.00675,10657.2
BRONX,2-02879-0100,1.0,130.9,265.6,8.1,32790.1,0.00675,11863.5
QUEENS,4008480060,44.0,91.3,202.6,6.8,29794.1,0.00675,399.3
QUEENS,4008480056,15.0,108.1,218.9,8.1,27024.7,0.00675,9777.5
QUEENS,4008480052,32.0,99.6,201.5,7.4,27229.7,0.00675,4743.5
QUEENS,4008480048,21.0,103.1,209.3,7.7,27181.8,0.00675,6920.5
QUEENS,4008480044,24.0,99.7,260.8,7.5,34773.3,0.00675,6989.5
BRONX,2030370025,,121.0,722.0,8.5,84941.2,0.00675,39837.4
QUEENS,4-09884-0043,27.0,106.1,756.4,8.0,94550.0,0.00675,31674.2
BRONX,2032370145,52.0,101.6,545.5,7.6,71776.3,0.00675,16350.7
BRONX,2-03251-0490,8.0,133.3,8050.9,7.5,1073453.3,0.00675,215764.2
MANHATTAN,1-00214-7504,,114.9,377.9,7.3,51767.1,0.00675,7630.5
MANHATTAN,1001620038,,124.0,192.7,7.0,27528.6,0.00675,1844.4
MANHATTAN,1-01450-0008,43.0,116.5,247.5,7.9,31329.1,0.00675,9655.7
BRONX,2-02857-0081,12.0,118.3,260.3,6.9,37724.6,0.00675,1516.6
MANHATTAN,1006170036,27.0,137.5,215.1,8.2,26231.7,0.00675,10193.7
BROOKLYN,3051510021,12.0,131.1,191.4,7.4,25864.9,0.00675,4505.6
BROOKLYN,3021460023,15.0,126.5,226.0,7.5,30133.3,0.00675,6056.9
BRONX,2031020043,30.0,116.5,305.6,8.6,35534.9,0.00675,17618.2
BRONX,2031620034,27.0,114.3,408.0,8.5,48000.0,0.00675,22512.0
MANHATTAN,1-01870-0029,14.0,137.5,83.8,8.2,10219.5,0.00675,3971.3
MANHATTAN,1-01993-0040,3.0,129.4,185.7,7.8,23807.7,0.00675,6699.5
MANHATTAN,1-01531-0037,26.0,129.5,121.4,7.9,15367.1,0.00675,4736.1
BRONX,2-02784-0029,3.0,136.5,231.4,8.4,27547.6,0.00675,12181.6
MANHATTAN,1-01078-0043,10.0,140.4,82.2,8.6,9558.1,0.00675,4739.0
BROOKLYN,3-01379-0024,1.0,349.9,476.9,18.9,25232.8,0.00675,82163.1
BROOKLYN,3-04647-0001,3.0,141.8,260.6,7.9,32987.3,0.00675,10166.8
MANHATTAN,1-02180-0025,48.0,100.0,309.2,7.4,41783.8,0.00675,7278.7
BRONX,2-05743-0198,4.0,169.5,338.5,9.7,34896.9,0.00675,27589.5
QUEENS,4-09675-0006,20.0,116.4,266.5,8.6,30988.4,0.00675,15364.0
BRONX,2-04298-0022,63.0,97.3,707.3,7.2,98236.1,0.00675,11847.3
BRONX,2-04340-7502,38.0,99.9,954.0,7.5,127200.0,0.00675,25567.2
BROOKLYN,3021470021,1.0,190.4,328.1,10.5,31247.6,0.00675,31403.9
BROOKLYN,3021390014,19.0,126.8,264.3,9.5,27821.1,0.00675,20504.0
BRONX,2032660090,6.0,138.0,337.4,10.2,33078.4,0.00675,30584.4
MANHATTAN,1020540075,2.0,181.2,347.8,10.1,34435.6,0.00675,30916.4
BRONX,2037920037,3.0,146.7,378.5,8.1,46728.4,0.00675,16906.3
MANHATTAN,1-00432-7502,39.0,94.5,176.8,6.9,25623.2,0.00675,1030.0
BRONX,2-02691-0117,53.0,136.5,300.6,10.1,29762.4,0.00675,26720.6
BROOKLYN,3-05422-0019,3.0,135.6,241.1,7.5,32146.7,0.00675,6461.4
BROOKLYN,3-06748-0016,23.0,128.3,192.1,7.1,27056.3,0.00675,2538.0
BROOKLYN,3-06573-0043,2.0,139.2,247.3,7.9,31303.8,0.00675,9647.8
MANHATTAN,1-01414-7501,9.0,121.2,974.0,8.3,117349.4,0.00675,48746.9
BRONX,2037390059,6.0,140.5,289.7,7.9,36670.9,0.00675,11301.9
BRONX,2032370100,1.0,185.8,298.9,11.0,27172.7,0.00675,30949.8
BRONX,2024240086,34.0,118.4,540.5,8.9,60730.3,0.00675,34992.9
BRONX,2024240110,12.0,132.5,386.8,9.2,42043.5,0.00675,27605.7
BROOKLYN,3-07182-0031,33.0,120.9,183.9,6.9,26652.2,0.00675,1071.4
MANHATTAN,1- 02090-0024,49.0,99.5,233.1,7.3,31931.5,0.00675,4706.7
MANHATTAN,1007650047,57.0,107.7,273.1,8.1,33716.0,0.00675,12198.6
MANHATTAN,1-02129-0030,44.0,118.4,267.2,6.8,39294.1,0.00675,526.6
MANHATTAN,1-02001-0058,37.0,119.0,335.8,9.0,37311.1,0.00675,22498.6
BROOKLYN,3011870049,3.0,125.3,205.9,7.3,28205.5,0.00675,4157.5
MANHATTAN,1004570020,58.0,103.0,228.9,7.8,29346.2,0.00675,8257.9
MANHATTAN,1-01520-0041,59.0,93.6,229.2,7.0,32742.9,0.00675,2193.7
MANHATTAN,1-01216-0039,67.0,91.5,322.1,6.8,47367.6,0.00675,634.8
MANHATTAN,1-02144-0025,,197.9,176.4,11.1,15891.9,0.00675,18526.8
MANHATTAN,1-02131-0055,2.0,134.1,179.1,7.6,23565.8,0.00675,5368.3
BROOKLYN,3-04694-0067,1.0,158.2,358.0,8.8,40681.8,0.00675,22350.6
BROOKLYN,3-04632-0001,4.0,139.2,240.8,7.8,30871.8,0.00675,8687.3
BROOKLYN,3-04717-0046,2.0,138.2,185.5,7.7,24090.9,0.00675,6133.6
BROOKLYN,3-04917-0022,1.0,117.9,212.9,7.1,29985.9,0.00675,2812.7
MANHATTAN,1-02221-0036,3.0,132.4,227.9,7.5,30386.7,0.00675,6107.7
MANHATTAN,1-02218-0015,,125.3,103.4,7.1,14563.4,0.00675,1366.0
BROOKLYN,3-06414-0006,,163.9,274.1,9.2,29793.5,0.00675,19562.4
BRONX,2-04050-0019,5.0,162.1,283.3,9.4,30138.3,0.00675,21404.2
BRONX,2-03147-0012,5.0,151.3,359.8,8.4,42833.3,0.00675,18941.0
BRONX,2-04050-0013,15.0,158.7,275.7,9.1,30296.7,0.00675,19080.9
QUEENS,4-01780-0036,1.0,208.3,542.6,14.3,37944.1,0.00675,76775.9
MANHATTAN,1-00509-0026,13.0,121.8,185.1,7.3,25356.2,0.00675,3737.4
MANHATTAN,1-00415-0078,22.0,136.2,204.1,8.1,25197.5,0.00675,9116.5
BRONX,2045130059,,106.0,181.4,6.8,26676.5,0.00675,357.4
BRONX,2-03214-0022,19.0,119.1,292.2,6.8,42970.6,0.00675,575.8
MANHATTAN,1-02229-0046,15.0,160.6,303.8,12.0,25316.7,0.00675,35620.5
BRONX,1-02215-0534,13.0,124.5,302.7,7.2,42041.7,0.00675,5070.2
BRONX,1-02215-0061,17.0,138.7,365.2,10.4,35115.4,0.00675,34349.8
MANHATTAN,1-02170-0283,56.0,117.5,178.6,6.8,26264.7,0.00675,352.0
BRONX,2027960050,,204.2,346.8,13.4,25880.6,0.00675,46124.4
BRONX,2040070037,7.0,135.8,285.9,7.8,36653.8,0.00675,10314.5
BROOKLYN,3061620049,1.0,173.0,367.4,9.6,38270.8,0.00675,29231.3
BROOKLYN,3061620043,1.0,222.8,370.8,12.4,29903.2,0.00675,45279.5
MANHATTAN,1019820005,8.0,134.4,234.5,8.0,29312.5,0.00675,9819.7
MANHATTAN,1021690025,1.0,163.8,255.1,9.4,27138.3,0.00675,19273.6
BROOKLYN,3011870066,2.0,155.9,256.7,10.2,25166.7,0.00675,23269.0
QUEENS,4023050022,2.0,140.8,310.5,8.3,37409.6,0.00675,15540.0
BROOKLYN,3050070006,5.0,132.7,268.8,7.4,36324.3,0.00675,6327.7
BRONX,2025060075,3.0,125.8,342.2,9.3,36795.7,0.00675,25146.2
BRONX,2028720123,3.0,132.0,249.4,7.6,32815.8,0.00675,7475.4
BRONX,2025210031,4.0,127.7,313.6,7.3,42958.9,0.00675,6332.1
BRONX,2028730016,6.0,125.6,306.1,7.1,43112.7,0.00675,4043.9
BRONX,2028740033,6.0,120.7,268.0,7.1,37746.5,0.00675,3540.6
BRONX,2028760040,5.0,127.4,241.4,7.3,33068.5,0.00675,4874.3
BRONX,2025360001,6.0,119.9,249.7,6.9,36188.4,0.00675,1454.8
BRONX,2025330086,3.0,128.7,192.1,7.3,26315.1,0.00675,3878.8
BRONX,2025270168,4.0,118.7,262.9,8.8,29875.0,0.00675,16413.3
BRONX,2025280050,2.0,149.5,358.4,11.1,32288.3,0.00675,37641.7
BRONX,2038130037,25.0,92.5,225.9,6.9,32739.1,0.00675,1316.2
MANHATTAN,1-02180-0178,26.0,111.2,469.4,8.4,55881.0,0.00675,24710.5
MANHATTAN,1-01078-0008,32.0,135.0,241.3,7.9,30544.3,0.00675,9413.8
QUEENS,4-06542-0003,1.0,180.7,1823.2,11.0,165745.5,0.00675,188784.0
MANHATTAN,1-02179-0201,80.0,115.6,302.1,8.7,34724.1,0.00675,18146.9
MANHATTAN,1021150011,36.0,95.8,304.9,7.3,41767.1,0.00675,6156.5
MANHATTAN,1016440051,37.0,139.9,251.8,8.4,29976.2,0.00675,13255.5
BRONX,2046560001,15.0,107.2,399.2,8.0,49900.0,0.00675,16716.5
QUEENS,4019560001,3.0,124.5,225.4,7.3,30876.7,0.00675,4551.2
BRONX,2037770019,1.0,149.0,263.0,8.4,31309.5,0.00675,13845.1
QUEENS,4015550027,51.0,96.8,311.8,7.0,44542.9,0.00675,2984.3
MANHATTAN,1-00904-0029,,144.1,262.9,10.4,25278.8,0.00675,24727.9
MANHATTAN,1018750029,24.0,124.2,352.7,8.4,41988.1,0.00675,18567.1
BRONX,2031230077,15.0,112.5,177.6,6.8,26117.6,0.00675,350.1
BRONX,2029550036,12.0,142.1,463.9,10.5,44181.0,0.00675,44401.8
BRONX,2-02669-0050,80.0,94.6,236.3,7.0,33757.1,0.00675,2261.8
BRONX,2029500001,52.0,101.2,255.0,7.5,34000.0,0.00675,6834.0
BRONX,2031250030,16.0,121.2,212.9,7.0,30414.3,0.00675,2037.7
BRONX,2031240066,29.0,131.8,247.7,9.8,25275.5,0.00675,20660.2
QUEENS,4-00190-0013,29.0,112.2,238.2,8.3,28698.8,0.00675,11921.5
BRONX,2033280008,2.0,184.7,297.7,11.1,26819.8,0.00675,31266.6
MANHATTAN,1-00231-0005,,118.1,282.3,7.8,36192.3,0.00675,10184.5
MANHATTAN,1-00792-0038,,134.9,312.2,9.1,34307.7,0.00675,21607.0
BROOKLYN,3043140001,1.0,141.2,359.7,8.2,43865.9,0.00675,17046.2
BROOKLYN,3043140006,2.0,136.3,244.8,7.6,32210.5,0.00675,7337.6
BROOKLYN,3-01288-0038,9.0,147.0,266.0,8.2,32439.0,0.00675,12605.8
MANHATTAN,1-02092-0036,2.0,136.0,360.5,7.9,45632.9,0.00675,14064.1
BRONX,2024220021,1.0,138.2,388.0,8.1,47901.2,0.00675,17330.7
BRONX,2029980018,11.0,153.3,446.2,11.5,38800.0,0.00675,49392.4
QUEENS,4052830001,6.0,123.9,270.0,7.0,38571.4,0.00675,2584.3
BROOKLYN,3002550025,,112.4,218.2,7.9,27620.3,0.00675,8512.5
BROOKLYN,3012920001,26.0,101.1,350.4,7.6,46105.3,0.00675,10502.7
BROOKLYN,3056340048,65.0,105.2,338.3,7.9,42822.8,0.00675,13198.0
BROOKLYN,3-06861-0001,63.0,91.6,210.0,6.8,30882.4,0.00675,413.7
BROOKLYN,3-01246-0001,1.0,117.9,266.3,7.3,36479.5,0.00675,5377.0
BROOKLYN,3056110016,6.0,127.2,202.9,7.6,26697.4,0.00675,6081.6
BROOKLYN,3-01910-0052,1.0,207.2,324.2,11.0,29472.7,0.00675,33569.5
BRONX,2031790057,32.0,120.6,184.4,6.9,26724.6,0.00675,1074.4
MANHATTAN,1-01440-0030,3.0,126.4,274.7,9.2,29858.7,0.00675,19605.2
MANHATTAN,1-02153-0043,5.0,116.8,280.3,6.9,40623.2,0.00675,1633.0
BRONX,2-03037-0077,37.0,93.4,234.1,6.9,33927.5,0.00675,1364.0
MANHATTAN,1-01211-0052,15.0,112.3,314.9,8.5,37047.1,0.00675,17375.0
MANHATTAN,1-01995-7501,25.0,119.3,298.8,6.9,43304.3,0.00675,1740.9
MANHATTAN,1-00816-0074,,113.7,270.0,8.6,31395.3,0.00675,15565.9
BRONX,2-04251-0001,11.0,110.7,289.9,8.3,34927.7,0.00675,14509.0
MANHATTAN,1-01252-0024,4.0,201.5,292.8,11.0,26618.2,0.00675,30318.1
